,test_loss,test_accuracy,execution_time (minutes)
LinearEssayScoringModel,5.032861308047646,79.78003384094755,1.0576969106992087
LinearLayersEssayScoringModel,1.0904727107600163,57.69881556683587,5.1024500846862795
CNNEssayScoringModel,4.1214043152959725,83.75634517766497,18.443584831555686
LSTMEssayScoringModel,2.063491513854579,48.223350253807105,3.066841395696004
AttentionLinearLayersEssayScoringModel,0.9858994264351694,60.74450084602369,9.846134956677755
